Employee #,Month,Year,Date,Time-in,Time-out,Number of Hours Attended,Hourly Rate,Rice Subsidy,Phone Allowance,Clothing Allowance
20,November,2022,11/8/2022,8:00,17:00,9,147.32,0,0,0
21,November,2022,11/8/2022,8:00,17:00,9,147.32,0,0,0
22,November,2022,11/8/2022,8:00,17:00,9,142.86,0,0,0
23,November,2022,11/8/2022,8:00,17:00,9,133.93,0,0,0
24,November,2022,11/8/2022,8:00,17:00,9,133.93,0,0,0
25,November,2022,11/8/2022,8:00,17:00,9,133.93,0,0,0
1,November,2022,11/9/2022,8:00,17:00,9,373.04,0,0,0
2,November,2022,11/9/2022,8:00,17:00,9,255.8,0,0,0
3,November,2022,11/9/2022,8:00,17:00,9,255.8,0,0,0
4,November,2022,11/9/2022,8:00,17:00,9,362.05,0,0,0
5,November,2022,11/9/2022,8:00,17:00,9,133.93,0,0,0
6,November,2022,11/9/2022,8:00,17:00,9,133.93,0,0,0
7,November,2022,11/9/2022,8:27,17:00,8.55,142.86,0,0,0
8,November,2022,11/9/2022,8:01,17:00,8.98,142.86,0,0,0
9,November,2022,11/9/2022,8:05,17:00,8.92,133.93,0,0,0
10,November,2022,11/9/2022,8:00,17:00,9,133.93,0,0,0
11,November,2022,11/9/2022,8:00,17:00,9,229.02,0,0,0
12,November,2022,11/9/2022,8:00,17:00,9,249.11,0,0,0
13,November,2022,11/9/2022,8:00,17:00,9,377.98,0,0,0
14,November,2022,11/9/2022,8:00,17:00,9,138.39,0,0,0
15,November,2022,11/9/2022,8:00,17:00,9,138.39,0,0,0
16,November,2022,11/9/2022,8:28,17:00,8.53,142.86,0,0,0
17,November,2022,11/9/2022,8:00,17:00,9,133.93,0,0,0
18,November,2022,11/9/2022,8:00,17:00,9,133.93,0,0,0
19,November,2022,11/9/2022,8:00,17:00,9,142.86,0,0,0
20,November,2022,11/9/2022,8:00,17:00,9,147.32,0,0,0
21,November,2022,11/9/2022,8:11,17:00,8.82,147.32,0,0,0
22,November,2022,11/9/2022,8:00,17:00,9,142.86,0,0,0
23,November,2022,11/9/2022,8:00,17:00,9,133.93,0,0,0
24,November,2022,11/9/2022,8:21,17:00,8.65,133.93,0,0,0
25,November,2022,11/9/2022,8:00,17:00,9,133.93,0,0,0
1,November,2022,11/10/2022,8:00,17:00,9,373.04,0,0,0
2,November,2022,11/10/2022,8:00,17:00,9,255.8,0,0,0
3,November,2022,11/10/2022,8:00,17:00,9,255.8,0,0,0
4,November,2022,11/10/2022,8:00,17:00,9,362.05,0,0,0
5,November,2022,11/10/2022,8:00,17:00,9,133.93,0,0,0
6,November,2022,11/10/2022,8:00,17:00,9,133.93,0,0,0
7,November,2022,11/10/2022,8:00,17:00,9,142.86,0,0,0
8,November,2022,11/10/2022,8:00,17:00,9,142.86,0,0,0
9,November,2022,11/10/2022,8:00,17:00,9,133.93,0,0,0
10,November,2022,11/10/2022,8:00,17:00,9,133.93,0,0,0
11,November,2022,11/10/2022,8:00,17:00,9,229.02,0,0,0
12,November,2022,11/10/2022,8:00,17:00,9,249.11,0,0,0
13,November,2022,11/10/2022,8:00,17:00,9,377.98,0,0,0
14,November,2022,11/10/2022,8:00,17:00,9,138.39,0,0,0
15,November,2022,11/10/2022,8:00,17:00,9,138.39,0,0,0
16,November,2022,11/10/2022,8:00,17:00,9,142.86,0,0,0
17,November,2022,11/10/2022,8:00,17:00,9,133.93,0,0,0
18,November,2022,11/10/2022,8:00,17:00,9,133.93,0,0,0
19,November,2022,11/10/2022,8:00,17:00,9,142.86,0,0,0
20,November,2022,11/10/2022,8:00,17:00,9,147.32,0,0,0
21,November,2022,11/10/2022,8:00,17:00,9,147.32,0,0,0
22,November,2022,11/10/2022,8:00,17:00,9,142.86,0,0,0
23,November,2022,11/10/2022,8:00,17:00,9,133.93,0,0,0
24,November,2022,11/10/2022,8:00,17:00,9,133.93,0,0,0
25,November,2022,11/10/2022,8:00,17:00,9,133.93,0,0,0
1,November,2022,11/11/2022,8:00,17:00,9,373.04,0,0,0
2,November,2022,11/11/2022,8:00,17:00,9,255.8,0,0,0
3,November,2022,11/11/2022,8:00,17:00,9,255.8,0,0,0
4,November,2022,11/11/2022,8:00,17:00,9,362.05,0,0,0
5,November,2022,11/11/2022,8:15,17:00,8.75,133.93,0,0,0
6,November,2022,11/11/2022,8:00,17:00,9,133.93,0,0,0
7,November,2022,11/11/2022,8:00,17:00,9,142.86,0,0,0
8,November,2022,11/11/2022,8:00,17:00,9,142.86,0,0,0
9,November,2022,11/11/2022,8:00,17:00,9,133.93,0,0,0
10,November,2022,11/11/2022,8:00,17:00,9,133.93,0,0,0
11,November,2022,11/11/2022,10:30,17:00,6.5,229.02,0,0,0
12,November,2022,11/11/2022,8:00,17:00,9,249.11,0,0,0
13,November,2022,11/11/2022,8:00,17:00,9,377.98,0,0,0
14,November,2022,11/11/2022,8:00,17:00,9,138.39,0,0,0
15,November,2022,11/11/2022,8:00,17:00,9,138.39,0,0,0
16,November,2022,11/11/2022,8:00,17:00,9,142.86,0,0,0
17,November,2022,11/11/2022,8:00,17:00,9,133.93,0,0,0
18,November,2022,11/11/2022,8:00,17:00,9,133.93,0,0,0
19,November,2022,11/11/2022,8:00,17:00,9,142.86,0,0,0
20,November,2022,11/11/2022,8:00,17:00,9,147.32,0,0,0
21,November,2022,11/11/2022,13:00,17:00,4,147.32,0,0,0
22,November,2022,11/11/2022,8:00,17:00,9,142.86,0,0,0
23,November,2022,11/11/2022,8:00,17:00,9,133.93,0,0,0
24,November,2022,11/11/2022,8:00,17:00,9,133.93,0,0,0
25,November,2022,11/11/2022,8:00,17:00,9,133.93,0,0,0
1,November,2022,11/14/2022,8:00,17:00,9,373.04,0,0,0
2,November,2022,11/14/2022,8:00,17:00,9,255.8,0,0,0
3,November,2022,11/14/2022,11:30,17:00,5.5,255.8,0,0,0
4,November,2022,11/14/2022,8:00,17:00,9,362.05,0,0,0
5,November,2022,11/14/2022,8:00,17:00,9,133.93,0,0,0
6,November,2022,11/14/2022,8:00,17:00,9,133.93,0,0,0
7,November,2022,11/14/2022,8:00,17:00,9,142.86,0,0,0
8,November,2022,11/14/2022,8:10,17:00,8.83,142.86,0,0,0
9,November,2022,11/14/2022,8:00,17:00,9,133.93,0,0,0
10,November,2022,11/14/2022,8:00,17:00,9,133.93,0,0,0
11,November,2022,11/14/2022,8:00,17:00,9,229.02,0,0,0
12,November,2022,11/14/2022,8:00,17:00,9,249.11,0,0,0
13,November,2022,11/14/2022,8:00,17:00,9,377.98,0,0,0
14,November,2022,11/14/2022,8:00,17:00,9,138.39,0,0,0
15,November,2022,11/14/2022,8:00,17:00,9,138.39,0,0,0
16,November,2022,11/14/2022,8:00,17:00,9,142.86,0,0,0
17,November,2022,11/14/2022,8:05,17:00,8.92,133.93,0,0,0
18,November,2022,11/14/2022,8:00,17:00,9,133.93,0,0,0
19,November,2022,11/14/2022,8:00,17:00,9,142.86,0,0,0
20,November,2022,11/14/2022,8:00,17:00,9,147.32,0,0,0
21,November,2022,11/14/2022,8:00,17:00,9,147.32,0,0,0
22,November,2022,11/14/2022,8:00,17:00,9,142.86,0,0,0
23,November,2022,11/14/2022,9:00,17:00,8,133.93,0,0,0
24,November,2022,11/14/2022,8:00,17:00,9,133.93,0,0,0
25,November,2022,11/14/2022,8:00,17:00,9,133.93,0,0,0
1,November,2022,11/15/2022,8:00,17:00,9,373.04,0,0,0
2,November,2022,11/15/2022,8:00,17:00,9,255.8,0,0,0
3,November,2022,11/15/2022,8:00,17:00,9,255.8,0,0,0
4,November,2022,11/15/2022,8:00,17:00,9,362.05,0,0,0
5,November,2022,11/15/2022,8:00,17:00,9,133.93,0,0,0
6,November,2022,11/15/2022,8:00,17:00,9,133.93,0,0,0
7,November,2022,11/15/2022,8:00,17:00,9,142.86,0,0,0
8,November,2022,11/15/2022,8:00,17:00,9,142.86,0,0,0
9,November,2022,11/15/2022,8:00,17:00,9,133.93,0,0,0
10,November,2022,11/15/2022,8:00,17:00,9,133.93,0,0,0
11,November,2022,11/15/2022,8:00,17:00,9,229.02,0,0,0
12,November,2022,11/15/2022,8:00,17:00,9,249.11,0,0,0
13,November,2022,11/15/2022,8:00,17:00,9,377.98,0,0,0
14,November,2022,11/15/2022,8:00,17:00,9,138.39,0,0,0
15,November,2022,11/15/2022,8:00,17:00,9,138.39,0,0,0
16,November,2022,11/15/2022,8:00,17:00,9,142.86,0,0,0
17,November,2022,11/15/2022,8:00,17:00,9,133.93,0,0,0
18,November,2022,11/15/2022,8:00,17:00,9,133.93,0,0,0
19,November,2022,11/15/2022,8:00,17:00,9,142.86,0,0,0
20,November,2022,11/15/2022,8:00,17:00,9,147.32,0,0,0
21,November,2022,11/15/2022,8:00,17:00,9,147.32,0,0,0
22,November,2022,11/15/2022,8:00,17:00,9,142.86,0,0,0
23,November,2022,11/15/2022,8:00,17:00,9,133.93,0,0,0
24,November,2022,11/15/2022,8:00,17:00,9,133.93,0,0,0
25,November,2022,11/15/2022,8:00,17:00,9,133.93,0,0,0
1,November,2022,11/16/2022,8:00,17:00,9,373.04,0,0,0
2,November,2022,11/16/2022,8:00,17:00,9,255.8,0,0,0
3,November,2022,11/16/2022,8:00,17:00,9,255.8,0,0,0
4,November,2022,11/16/2022,8:00,17:00,9,362.05,0,0,0
5,November,2022,11/16/2022,8:00,17:00,9,133.93,0,0,0
6,November,2022,11/16/2022,8:00,17:00,9,133.93,0,0,0
7,November,2022,11/16/2022,8:00,17:00,9,142.86,0,0,0
8,November,2022,11/16/2022,8:00,17:00,9,142.86,0,0,0
9,November,2022,11/16/2022,8:00,17:00,9,133.93,0,0,0
10,November,2022,11/16/2022,8:00,17:00,9,133.93,0,0,0
11,November,2022,11/16/2022,8:00,17:00,9,229.02,0,0,0
12,November,2022,11/16/2022,8:00,17:00,9,249.11,0,0,0
13,November,2022,11/16/2022,10:00,17:00,7,377.98,0,0,0
14,November,2022,11/16/2022,10:00,17:00,7,138.39,0,0,0
15,November,2022,11/16/2022,10:00,17:00,7,138.39,0,0,0
16,November,2022,11/16/2022,10:00,17:00,7,142.86,0,0,0
17,November,2022,11/16/2022,10:00,17:00,7,133.93,0,0,0
18,November,2022,11/16/2022,10:00,17:00,7,133.93,0,0,0
19,November,2022,11/16/2022,10:00,17:00,7,142.86,0,0,0
20,November,2022,11/16/2022,10:00,17:00,7,147.32,0,0,0
21,November,2022,11/16/2022,10:00,17:00,7,147.32,0,0,0
22,November,2022,11/16/2022,10:00,17:00,7,142.86,0,0,0
23,November,2022,11/16/2022,10:00,17:00,7,133.93,0,0,0
24,November,2022,11/16/2022,10:00,17:00,7,133.93,0,0,0
25,November,2022,11/16/2022,10:00,17:00,7,133.93,0,0,0
1,November,2022,11/17/2022,8:00,17:00,9,373.04,0,0,0
2,November,2022,11/17/2022,8:00,17:00,9,255.8,0,0,0
3,November,2022,11/17/2022,8:00,17:00,9,255.8,0,0,0
4,November,2022,11/17/2022,8:00,17:00,9,362.05,0,0,0
5,November,2022,11/17/2022,8:00,17:00,9,133.93,0,0,0
6,November,2022,11/17/2022,8:00,17:00,9,133.93,0,0,0
7,November,2022,11/17/2022,8:00,17:00,9,142.86,0,0,0
8,November,2022,11/17/2022,8:00,17:00,9,142.86,0,0,0
9,November,2022,11/17/2022,8:00,17:00,9,133.93,0,0,0
10,November,2022,11/17/2022,8:00,17:00,9,133.93,0,0,0
11,November,2022,11/17/2022,8:00,17:00,9,229.02,0,0,0
12,November,2022,11/17/2022,8:00,17:00,9,249.11,0,0,0
13,November,2022,11/17/2022,8:00,17:00,9,377.98,0,0,0
14,November,2022,11/17/2022,8:00,17:00,9,138.39,0,0,0
15,November,2022,11/17/2022,8:00,17:00,9,138.39,0,0,0
16,November,2022,11/17/2022,8:00,17:00,9,142.86,0,0,0
17,November,2022,11/17/2022,8:00,17:00,9,133.93,0,0,0
18,November,2022,11/17/2022,8:00,17:00,9,133.93,0,0,0
19,November,2022,11/17/2022,8:00,17:00,9,142.86,0,0,0
20,November,2022,11/17/2022,8:00,17:00,9,147.32,0,0,0
21,November,2022,11/17/2022,8:00,17:00,9,147.32,0,0,0
22,November,2022,11/17/2022,8:00,17:00,9,142.86,0,0,0
23,November,2022,11/17/2022,8:00,17:00,9,133.93,0,0,0
24,November,2022,11/17/2022,8:00,17:00,9,133.93,0,0,0
25,November,2022,11/17/2022,8:00,17:00,9,133.93,0,0,0
1,November,2022,11/18/2022,8:00,17:00,9,373.04,0,0,0
2,November,2022,11/18/2022,8:00,17:00,9,255.8,0,0,0
3,November,2022,11/18/2022,8:00,17:00,9,255.8,0,0,0
4,November,2022,11/18/2022,8:00,17:00,9,362.05,0,0,0
5,November,2022,11/18/2022,8:00,17:00,9,133.93,0,0,0
6,November,2022,11/18/2022,8:00,17:00,9,133.93,0,0,0
7,November,2022,11/18/2022,8:27,17:00,8.55,142.86,0,0,0
8,November,2022,11/18/2022,8:01,17:00,8.98,142.86,0,0,0
9,November,2022,11/18/2022,8:05,17:00,8.92,133.93,0,0,0
10,November,2022,11/18/2022,8:00,17:00,9,133.93,0,0,0
11,November,2022,11/18/2022,8:00,17:00,9,229.02,0,0,0
12,November,2022,11/18/2022,8:00,17:00,9,249.11,0,0,0
13,November,2022,11/18/2022,8:00,17:00,9,377.98,0,0,0
14,November,2022,11/18/2022,8:00,17:00,9,138.39,0,0,0
15,November,2022,11/18/2022,8:00,17:00,9,138.39,0,0,0
16,November,2022,11/18/2022,8:28,17:00,8.53,142.86,0,0,0
17,November,2022,11/18/2022,8:00,17:00,9,133.93,0,0,0
18,November,2022,11/18/2022,8:00,17:00,9,133.93,0,0,0
19,November,2022,11/18/2022,8:00,17:00,9,142.86,0,0,0
20,November,2022,11/18/2022,8:00,17:00,9,147.32,0,0,0
21,November,2022,11/18/2022,8:11,17:00,8.82,147.32,0,0,0
22,November,2022,11/18/2022,8:00,17:00,9,142.86,0,0,0
23,November,2022,11/18/2022,8:00,17:00,9,133.93,0,0,0
24,November,2022,11/18/2022,8:21,17:00,8.65,133.93,0,0,0
25,November,2022,11/18/2022,8:00,17:00,9,133.93,0,0,0
1,November,2022,11/21/2022,8:00,17:00,9,373.04,0,0,0
2,November,2022,11/21/2022,8:00,17:00,9,255.8,0,0,0
3,November,2022,11/21/2022,8:00,17:00,9,255.8,0,0,0
4,November,2022,11/21/2022,8:00,17:00,9,362.05,0,0,0
5,November,2022,11/21/2022,8:00,17:00,9,133.93,0,0,0
6,November,2022,11/21/2022,8:00,17:00,9,133.93,0,0,0
7,November,2022,11/21/2022,8:00,17:00,9,142.86,0,0,0
8,November,2022,11/21/2022,8:00,17:00,9,142.86,0,0,0
9,November,2022,11/21/2022,8:00,17:00,9,133.93,0,0,0
10,November,2022,11/21/2022,8:00,17:00,9,133.93,0,0,0
11,November,2022,11/21/2022,8:00,17:00,9,229.02,0,0,0
12,November,2022,11/21/2022,8:00,17:00,9,249.11,0,0,0
13,November,2022,11/21/2022,8:00,17:00,9,377.98,0,0,0
14,November,2022,11/21/2022,8:00,17:00,9,138.39,0,0,0
15,November,2022,11/21/2022,8:00,17:00,9,138.39,0,0,0
16,November,2022,11/21/2022,8:00,17:00,9,142.86,0,0,0
17,November,2022,11/21/2022,8:00,17:00,9,133.93,0,0,0
18,November,2022,11/21/2022,8:00,17:00,9,133.93,0,0,0
19,November,2022,11/21/2022,8:00,17:00,9,142.86,0,0,0
20,November,2022,11/21/2022,8:00,17:00,9,147.32,0,0,0
21,November,2022,11/21/2022,8:00,17:00,9,147.32,0,0,0
22,November,2022,11/21/2022,8:00,17:00,9,142.86,0,0,0
23,November,2022,11/21/2022,8:00,17:00,9,133.93,0,0,0
24,November,2022,11/21/2022,8:00,17:00,9,133.93,0,0,0
25,November,2022,11/21/2022,8:00,17:00,9,133.93,0,0,0
1,November,2022,11/22/2022,8:00,17:00,9,373.04,0,0,0
2,November,2022,11/22/2022,8:00,17:00,9,255.8,0,0,0
3,November,2022,11/22/2022,8:00,17:00,9,255.8,0,0,0
4,November,2022,11/22/2022,8:00,17:00,9,362.05,0,0,0
5,November,2022,11/22/2022,8:15,17:00,8.75,133.93,0,0,0
6,November,2022,11/22/2022,8:00,17:00,9,133.93,0,0,0
7,November,2022,11/22/2022,8:00,17:00,9,142.86,0,0,0
8,November,2022,11/22/2022,8:00,17:00,9,142.86,0,0,0
9,November,2022,11/22/2022,8:00,17:00,9,133.93,0,0,0
10,November,2022,11/22/2022,8:00,17:00,9,133.93,0,0,0
11,November,2022,11/22/2022,10:30,17:00,6.5,229.02,0,0,0
12,November,2022,11/22/2022,8:00,17:00,9,249.11,0,0,0
13,November,2022,11/22/2022,8:00,17:00,9,377.98,0,0,0
14,November,2022,11/22/2022,8:00,17:00,9,138.39,0,0,0
15,November,2022,11/22/2022,8:00,17:00,9,138.39,0,0,0
16,November,2022,11/22/2022,8:00,17:00,9,142.86,0,0,0
17,November,2022,11/22/2022,8:00,17:00,9,133.93,0,0,0
18,November,2022,11/22/2022,8:00,17:00,9,133.93,0,0,0
19,November,2022,11/22/2022,8:00,17:00,9,142.86,0,0,0
20,November,2022,11/22/2022,8:00,17:00,9,147.32,0,0,0
21,November,2022,11/22/2022,13:00,17:00,4,147.32,0,0,0
22,November,2022,11/22/2022,8:00,17:00,9,142.86,0,0,0
23,November,2022,11/22/2022,8:00,17:00,9,133.93,0,0,0
24,November,2022,11/22/2022,8:00,17:00,9,133.93,0,0,0
25,November,2022,11/22/2022,8:00,17:00,9,133.93,0,0,0
1,November,2022,11/23/2022,8:00,17:00,9,373.04,0,0,0
2,November,2022,11/23/2022,8:00,17:00,9,255.8,0,0,0
3,November,2022,11/23/2022,11:30,17:00,5.5,255.8,0,0,0
4,November,2022,11/23/2022,8:00,17:00,9,362.05,0,0,0
5,November,2022,11/23/2022,8:00,17:00,9,133.93,0,0,0
6,November,2022,11/23/2022,8:00,17:00,9,133.93,0,0,0
7,November,2022,11/23/2022,8:00,17:00,9,142.86,0,0,0
8,November,2022,11/23/2022,8:10,17:00,8.83,142.86,0,0,0
9,November,2022,11/23/2022,8:00,17:00,9,133.93,0,0,0
10,November,2022,11/23/2022,8:00,17:00,9,133.93,0,0,0
11,November,2022,11/23/2022,8:00,17:00,9,229.02,0,0,0
12,November,2022,11/23/2022,8:00,17:00,9,249.11,0,0,0
13,November,2022,11/23/2022,8:00,17:00,9,377.98,0,0,0
14,November,2022,11/23/2022,8:00,17:00,9,138.39,0,0,0
15,November,2022,11/23/2022,8:00,17:00,9,138.39,0,0,0
16,November,2022,11/23/2022,8:00,17:00,9,142.86,0,0,0
17,November,2022,11/23/2022,8:05,17:00,8.92,133.93,0,0,0
18,November,2022,11/23/2022,8:00,17:00,9,133.93,0,0,0
19,November,2022,11/23/2022,8:00,17:00,9,142.86,0,0,0
20,November,2022,11/23/2022,8:00,17:00,9,147.32,0,0,0
21,November,2022,11/23/2022,8:00,17:00,9,147.32,0,0,0
22,November,2022,11/23/2022,8:00,17:00,9,142.86,0,0,0
23,November,2022,11/23/2022,9:00,17:00,8,133.93,0,0,0
24,November,2022,11/23/2022,8:00,17:00,9,133.93,0,0,0
25,November,2022,11/23/2022,8:00,17:00,9,133.93,0,0,0
1,November,2022,11/24/2022,8:00,17:00,9,373.04,0,0,0
2,November,2022,11/24/2022,8:00,17:00,9,255.8,0,0,0
3,November,2022,11/24/2022,8:00,17:00,9,255.8,0,0,0
4,November,2022,11/24/2022,8:00,17:00,9,362.05,0,0,0
5,November,2022,11/24/2022,8:00,17:00,9,133.93,0,0,0
6,November,2022,11/24/2022,8:00,17:00,9,133.93,0,0,0
7,November,2022,11/24/2022,8:00,17:00,9,142.86,0,0,0
8,November,2022,11/24/2022,8:00,17:00,9,142.86,0,0,0
9,November,2022,11/24/2022,8:00,17:00,9,133.93,0,0,0
10,November,2022,11/24/2022,8:00,17:00,9,133.93,0,0,0
11,November,2022,11/24/2022,8:00,17:00,9,229.02,0,0,0
12,November,2022,11/24/2022,8:00,17:00,9,249.11,0,0,0
13,November,2022,11/24/2022,8:00,17:00,9,377.98,0,0,0
14,November,2022,11/24/2022,8:00,17:00,9,138.39,0,0,0
15,November,2022,11/24/2022,8:00,17:00,9,138.39,0,0,0
16,November,2022,11/24/2022,8:00,17:00,9,142.86,0,0,0
17,November,2022,11/24/2022,8:00,17:00,9,133.93,0,0,0
18,November,2022,11/24/2022,8:00,17:00,9,133.93,0,0,0
19,November,2022,11/24/2022,8:00,17:00,9,142.86,0,0,0
20,November,2022,11/24/2022,8:00,17:00,9,147.32,0,0,0
21,November,2022,11/24/2022,8:00,17:00,9,147.32,0,0,0
22,November,2022,11/24/2022,8:00,17:00,9,142.86,0,0,0
23,November,2022,11/24/2022,8:00,17:00,9,133.93,0,0,0
24,November,2022,11/24/2022,8:00,17:00,9,133.93,0,0,0
25,November,2022,11/24/2022,8:00,17:00,9,133.93,0,0,0
1,November,2022,11/25/2022,8:00,17:00,9,373.04,0,0,0
2,November,2022,11/25/2022,8:00,17:00,9,255.8,0,0,0
3,November,2022,11/25/2022,8:00,17:00,9,255.8,0,0,0
4,November,2022,11/25/2022,8:00,17:00,9,362.05,0,0,0
5,November,2022,11/25/2022,8:00,17:00,9,133.93,0,0,0
6,November,2022,11/25/2022,8:00,17:00,9,133.93,0,0,0
7,November,2022,11/25/2022,8:00,17:00,9,142.86,0,0,0
8,November,2022,11/25/2022,8:00,17:00,9,142.86,0,0,0
9,November,2022,11/25/2022,8:00,17:00,9,133.93,0,0,0
10,November,2022,11/25/2022,8:00,17:00,9,133.93,0,0,0
11,November,2022,11/25/2022,8:00,17:00,9,229.02,0,0,0
12,November,2022,11/25/2022,8:00,17:00,9,249.11,0,0,0
13,November,2022,11/25/2022,10:00,17:00,7,377.98,0,0,0
14,November,2022,11/25/2022,10:00,17:00,7,138.39,0,0,0
15,November,2022,11/25/2022,10:00,17:00,7,138.39,0,0,0
16,November,2022,11/25/2022,10:00,17:00,7,142.86,0,0,0
17,November,2022,11/25/2022,10:00,17:00,7,133.93,0,0,0
18,November,2022,11/25/2022,10:00,17:00,7,133.93,0,0,0
19,November,2022,11/25/2022,10:00,17:00,7,142.86,0,0,0
20,November,2022,11/25/2022,10:00,17:00,7,147.32,0,0,0
21,November,2022,11/25/2022,10:00,17:00,7,147.32,0,0,0
22,November,2022,11/25/2022,10:00,17:00,7,142.86,0,0,0
23,November,2022,11/25/2022,10:00,17:00,7,133.93,0,0,0
24,November,2022,11/25/2022,10:00,17:00,7,133.93,0,0,0
25,November,2022,11/25/2022,10:00,17:00,7,133.93,0,0,0
1,November,2022,11/28/2022,8:00,17:00,9,373.04,0,0,0
2,November,2022,11/28/2022,8:00,17:00,9,255.8,0,0,0
3,November,2022,11/28/2022,8:00,17:00,9,255.8,0,0,0
4,November,2022,11/28/2022,8:00,17:00,9,362.05,0,0,0
5,November,2022,11/28/2022,8:00,17:00,9,133.93,0,0,0
6,November,2022,11/28/2022,8:00,17:00,9,133.93,0,0,0
7,November,2022,11/28/2022,8:00,17:00,9,142.86,0,0,0
8,November,2022,11/28/2022,8:00,17:00,9,142.86,0,0,0
9,November,2022,11/28/2022,8:00,17:00,9,133.93,0,0,0
10,November,2022,11/28/2022,8:00,17:00,9,133.93,0,0,0
11,November,2022,11/28/2022,8:00,17:00,9,229.02,0,0,0
12,November,2022,11/28/2022,8:00,17:00,9,249.11,0,0,0
13,November,2022,11/28/2022,8:00,17:00,9,377.98,0,0,0
14,November,2022,11/28/2022,8:00,17:00,9,138.39,0,0,0
15,November,2022,11/28/2022,8:00,17:00,9,138.39,0,0,0
16,November,2022,11/28/2022,8:00,17:00,9,142.86,0,0,0
17,November,2022,11/28/2022,8:00,17:00,9,133.93,0,0,0
18,November,2022,11/28/2022,8:00,17:00,9,133.93,0,0,0
19,November,2022,11/28/2022,8:00,17:00,9,142.86,0,0,0
20,November,2022,11/28/2022,8:00,17:00,9,147.32,0,0,0
21,November,2022,11/28/2022,8:00,17:00,9,147.32,0,0,0
22,November,2022,11/28/2022,8:00,17:00,9,142.86,0,0,0
23,November,2022,11/28/2022,8:00,17:00,9,133.93,0,0,0
24,November,2022,11/28/2022,8:00,17:00,9,133.93,0,0,0
25,November,2022,11/28/2022,8:00,17:00,9,133.93,0,0,0
1,November,2022,11/29/2022,8:00,17:00,9,373.04,0,0,0
2,November,2022,11/29/2022,8:00,17:00,9,255.8,0,0,0
3,November,2022,11/29/2022,8:00,17:00,9,255.8,0,0,0
4,November,2022,11/29/2022,8:00,17:00,9,362.05,0,0,0
5,November,2022,11/29/2022,8:00,17:00,9,133.93,0,0,0
6,November,2022,11/29/2022,8:00,17:00,9,133.93,0,0,0
7,November,2022,11/29/2022,8:27,17:00,8.55,142.86,0,0,0
8,November,2022,11/29/2022,8:01,17:00,8.98,142.86,0,0,0
9,November,2022,11/29/2022,8:05,17:00,8.92,133.93,0,0,0
10,November,2022,11/29/2022,8:00,17:00,9,133.93,0,0,0
11,November,2022,11/29/2022,8:00,17:00,9,229.02,0,0,0
12,November,2022,11/29/2022,8:00,17:00,9,249.11,0,0,0
13,November,2022,11/29/2022,8:00,17:00,9,377.98,0,0,0
14,November,2022,11/29/2022,8:00,17:00,9,138.39,0,0,0
15,November,2022,11/29/2022,8:00,17:00,9,138.39,0,0,0
16,November,2022,11/29/2022,8:28,17:00,8.53,142.86,0,0,0
17,November,2022,11/29/2022,8:00,17:00,9,133.93,0,0,0
18,November,2022,11/29/2022,8:00,17:00,9,133.93,0,0,0
19,November,2022,11/29/2022,8:00,17:00,9,142.86,0,0,0
20,November,2022,11/29/2022,8:00,17:00,9,147.32,0,0,0
21,November,2022,11/29/2022,8:11,17:00,8.82,147.32,0,0,0
22,November,2022,11/29/2022,8:00,17:00,9,142.86,0,0,0
23,November,2022,11/29/2022,8:00,17:00,9,133.93,0,0,0
24,November,2022,11/29/2022,8:21,17:00,8.65,133.93,0,0,0
25,November,2022,11/29/2022,8:00,17:00,9,133.93,0,0,0
1,November,2022,11/30/2022,0:00,0:00,0,373.04,0,0,0
2,November,2022,11/30/2022,0:00,0:00,0,255.8,0,0,0
3,November,2022,11/30/2022,0:00,0:00,0,255.8,0,0,0
4,November,2022,11/30/2022,0:00,0:00,0,362.05,0,0,0
5,November,2022,11/30/2022,0:00,0:00,0,133.93,0,0,0
6,November,2022,11/30/2022,0:00,0:00,0,133.93,0,0,0
7,November,2022,11/30/2022,0:00,0:00,0,142.86,0,0,0
8,November,2022,11/30/2022,0:00,0:00,0,142.86,0,0,0
9,November,2022,11/30/2022,0:00,0:00,0,133.93,0,0,0
10,November,2022,11/30/2022,0:00,0:00,0,133.93,0,0,0
11,November,2022,11/30/2022,0:00,0:00,0,229.02,0,0,0
12,November,2022,11/30/2022,0:00,0:00,0,249.11,0,0,0
13,November,2022,11/30/2022,0:00,0:00,0,377.98,0,0,0
14,November,2022,11/30/2022,0:00,0:00,0,138.39,0,0,0
15,November,2022,11/30/2022,0:00,0:00,0,138.39,0,0,0
16,November,2022,11/30/2022,0:00,0:00,0,142.86,0,0,0
17,November,2022,11/30/2022,0:00,0:00,0,133.93,0,0,0
18,November,2022,11/30/2022,0:00,0:00,0,133.93,0,0,0
19,November,2022,11/30/2022,0:00,0:00,0,142.86,0,0,0
20,November,2022,11/30/2022,0:00,0:00,0,147.32,0,0,0
21,November,2022,11/30/2022,0:00,0:00,0,147.32,0,0,0
22,November,2022,11/30/2022,0:00,0:00,0,142.86,0,0,0
23,November,2022,11/30/2022,0:00,0:00,0,133.93,0,0,0
24,November,2022,11/30/2022,0:00,0:00,0,133.93,0,0,0
25,November,2022,11/30/2022,0:00,0:00,0,133.93,0,0,0
1,December,2022,12/1/2022,8:00,17:00,9,373.04,1500,1000,1000
2,December,2022,12/1/2022,8:00,17:00,9,255.8,1500,800,800
